BS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cum	videbis	primum	bovem	in	ecclesia	dei	mugire	tunc	incipiet	-	ecclesia	dei	claudicare	cum	autem	-	tria	alia	signa	videbis	-	aquilam	coniunctam	cum	serpente	et	secundum	bovem	mugire	-	in	-	ecclesia	dei	et	serpentem	-	-	-	-	-	tempora	erunt	tribulationum	nam	vocabitur	ab	occidente	per	secundum	bovem	et	serpentem	tandem	rex	magni	nominis	qui	regna	assiriorum	desolabitur	-	et	parta	preda	-	in	parte	dimissa	tandem	vix	tutus	remeabit	ad	suos	quo	et	facto	surget	-	-	aper	-	adulter	qui	ipsos	serpentes	in	latebras	suas	impellet	ve	tunc	ciciliam	-	atque	liguriam	-	-	habitantibus	nam	videbunt	quod	evitare	nequibunt	tandem	divina	permissione	-	-	secundus	bos	-	mugittum	admitet	et	erit	quasi	scisma	in	ecclesia	dei	et	duo	pontifices	unus	electus	-	-	scismaticus	qui	verum	pontificem	exulare	arcebit	apud	-	-	venetos	et	ecclesiam	dei	vi	occupabitur	tunc	-	-	-	intrabunt	italiam	tres	-	potentissimi	exercitus	unus	ab	occidente	alter	ab	oriente	tertius	ab	aquilone	qui	invicem	-	confligent	-	-	-	-	-	-	-	et	erit	tanta	-	sanguinis	effusio	quanta	ab	origine	mundi	in	italiam	visa	fuit	et	aquila	regem	adulterum	capiet	et	absque	-	vi	et	metu	omnia	-	subiacebunt	et	parebunt	et	erit	nova	in	urbe	reformatio	et	ve	ve	tunc	tonsuram	deferentibus	-	machinatorum	-	secta	-	-	-	cessabit	-	-	-	-
Cat	VATICINIVM	SANCTI	-	VINCENTII	S	vincentii	qui	vixit	anno	salutis	1316	qui	in	suis	reuelationibus	de	fine	sæculorum	sic	scriptum	reliquit	-	-	-	-	-	cum	videbis	primum	bouem	regnare	in	ecclesia	-	tunc	incipiet	-	ecclesia	dei	claudicare	cùm	autem	haec	tria	-	signa	videbis	videlicet	aquilam	coniunctam	serpenti	-	et	secundum	bouem	-	in	-	ecclesia	dei	mugire	et	a	-	boue	-	et	serpente	quidam	rex	-	-	vocabitur	qui	desolabit	quoddam	regnum	-	et	amissa	praeda	rex	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	remeabit	ad	suos	-	et	cito	morietur	tunc	exurget	aper	et	adulter	qui	expellet	serpentem	a	lateribus	suis	vae	-	tunc	aemiliae	liguriaeque	-	-	-	-	-	-	videbunt	quae	vitari	nequibunt	tunc	erunt	maximae	tribulationes	bos	secundus	-	regnum	amittet	-	-	erit	schisma	-	-	-	-	et	illegitimus	regnabit	venient	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tres	exercitus	potentissimi	-	vnus	-	-	-	ab	oriente	alius	a	septentrione	qui	se	inuicem	affligent	tandem	aquila	vi	capiet	aprum	et	adulterum	et	erit	tanta	effusio	sanguinis	-	quanta	vnquam	-	-	-	-	-	fuit	vae	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	deferentibus	tonsuram	-	deponent	illegitimi	festa	marię	tunc	cessabit	et	christus	regnabit	vbique
Wern	ex	prognosticis	beati	vincentii	-	-	-	-	-	-	-	-	in	libro	antiquo	viterbii	sequens	prophetia	fuit	reperta	eisdem	temporibus	quod	minime	credendum	est	cum	videbis	primum	bouem	in	ecclesia	dei	mugire	tunc	incipiet	dei	ecclesia	-	claudicare	cum	-	-	tria	alia	signa	videbis	videlicet	aquilam	coniunctam	serpenti	-	et	secundum	bouem	mugire	-	in	-	ecclesia	dei	et	serpentem	in	-	ecclesia	-	tunc	tempora	erunt	tribulationum	nam	videbitur	ab	occidente	per	secundum	bouem	et	serpentem	quidam	rex	magni	nominis	qui	regnum	asinorum	desolabitur	ac	-	parta	preda	et	in	partem	diuisa	tandem	vix	intus	remeabit	ad	suos	quo	defuncto	insurget	-	-	-	aper	defunctusxx	adulter	qui	ipsas	serpentes	in	latebras	suas	impellet	ve	tunc	-	-	-	liguriam	atque	emiliam	habitantibus	nam	videbunt	quae	mutare	nequibunt	tandem	diuina	permissione	-	-	secundus	bos	-	ammittetur	-	et	erit	-	scisma	in	ecclesia	domini	et	duo	pontifices	vnus	electus	et	alter	scismaticus	qui	verum	pontificem	exulare	coget	apud	exteros	supra	venetos	et	ecclesiam	dei	vi	occupabit	-	italiam	vero	vndique	intrabunt	-	-	-	potentissimi	exercitus	vnus	ab	occidente	alter	ab	oriente	tertius	ab	aquilone	qui	-	inuicem	confligent	-	-	-	-	-	-	-	et	erit	tanta	-	sanguinis	effusio	qualis	ab	initio	mundi	in	italia	nunquam	fuerit	et	aquila	regem	adulterum	capiet	eique	-	omnia	vi	ac	metu	-	subiicientur	-	et	parebunt	et	fiet	noua	in	orbe	reformatio	terre	-	ve	tunc	tonsuram	deferentibus	-	et	mahumetarum	secta	-	-	-	cessabit	-	-	-	-

